Date,Price,Share,Fund Flow,Bench,Return,asset,withdraw
2008-04-29,115.1001,541.821,-321.01619280224986,0.10726406926406921,0.7212750969659257,17212.750969659257,-0.2757055419635821
2008-04-28,115.5553,542.271,-528.9991888484001,0.11164309764309764,0.7280824274907376,17280.824274907376,-0.2758609870410411
2008-04-25,115.5305,546.771,430.8778250088508,0.11140452140452141,0.7277115535957127,17277.115535957128,-0.2825006229504109
2008-04-24,114.4712,547.871,112.95316588692367,0.10121404521404515,0.7118701537166853,17118.701537166853,-0.2856132852675948
2008-04-23,113.9746,549.071,574.2329774872487,0.09643674843674836,0.7044437030606626,17044.437030606627,-0.28447189217867164
2008-04-22,114.1567,542.971,-1638.3453853951942,0.09818855218855217,0.7071669343624384,17071.669343624384,-0.28130783269877946
2008-04-21,114.6615,554.671,-489.29085876984755,0.10304473304473305,0.7147160126773,17147.160126773,-0.28167074681107296
2008-04-18,114.6036,559.021,332.5571584842037,0.10248773448773446,0.7138501417691572,17138.501417691572,-0.289088234902405
2008-04-17,113.4202,561.721,-1006.0024902095029,0.09110341510341502,0.6961528769557513,16961.528769557513,-0.29012620687124446
2008-04-16,113.2546,571.221,2450.657465791388,0.08951034151034144,0.6936763964309077,16936.763964309077,-0.2703577890455614
2008-04-15,110.2671,564.271,-1445.5874665680385,0.06077056277056273,0.7408415446448955,17408.415446448955,-0.2686519162580713
2008-04-14,110.0105,578.521,43.32897842287639,0.05830206830206821,0.7449115589255351,17449.11558925535,-0.2711109771462229
2008-04-11,110.3829,575.971,-2897.460463382762,0.06188455988455992,0.7390445253429986,17390.445253429985,-0.284988467720554
2008-04-10,112.5677,590.321,-1448.9846532716037,0.0829023569023569,0.7059344451358626,17059.344451358626,-0.2839871625217374
2008-04-09,112.4105,603.821,-723.0150226949336,0.08139009139009135,0.7083234430074205,17083.234430074204,-0.28913081834844645
2008-04-08,113.2298,605.621,-230.77079640704324,0.08927176527176521,0.6960512778008914,16960.512778008913,-0.2898569647993463
2008-04-07,113.3457,606.821,61.64137730830407,0.0903867243867243,0.6943187767335952,16943.187767335952,-0.2894932060325066
2008-04-04,113.2877,606.371,-1444.282871139265,0.08982876382876381,0.6951866628893524,16951.866628893524,-0.2902704473135683
2008-04-03,113.4119,618.221,646.9409191712475,0.09102356902356902,0.6933322554935476,16933.322554935476,-0.2885006689447027
2008-04-02,113.1305,613.821,524.2242045800085,0.08831649831649827,0.6975547410667233,16975.547410667234,-0.2880315062927321
2008-04-01,113.056,609.371,1087.096874594281,0.08759980759980754,0.698674108646455,16986.74108646455,-0.2620867084655616
2008-03-31,109.216,620.621,-43.76958667623694,0.05065897065897057,0.7605753819648806,17605.753819648806,-0.2594971522747982
2008-03-28,108.8354,622.971,1293.9742234234436,0.04699759499759504,0.7667537621783503,17667.537621783504,-0.2665125365632274
2008-03-27,109.8864,605.021,-1066.6884823193104,0.05710822510822503,0.7500158703217771,17500.15870321777,-0.26881816645364864
2008-03-26,110.234,612.571,-1753.9957766837615,0.060452140452140375,0.7445149052740311,17445.14905274031,-0.27765655704991776
2008-03-25,111.5995,620.571,3019.9600959768286,0.07358826358826362,0.7234275321659738,17234.275321659738,-0.2769587553448174
2008-03-24,111.4919,593.871,3029.3111951467363,0.07255315055315054,0.7250924059629186,17250.924059629186,-0.2622120545054716
2008-03-20,109.3071,577.821,-3919.362856323336,0.05153535353535356,0.760276320876506,17602.76320876506,-0.24828863294540615
2008-03-19,107.3193,624.821,-6466.8271835793275,0.032412698412698365,0.7934959870792881,17934.95987079288,-0.26645834556025105
2008-03-18,110.0451,667.871,3841.67237066722,0.05863492063492065,0.7501451637589038,17501.451637589038,-0.23466368114672442
2008-03-17,105.6558,659.021,1132.4491854404914,0.016409812409812374,0.8260035391079775,18260.035391079775,-0.24232177207771188
2008-03-14,106.7346,641.521,11158.105983089452,0.026787878787878763,0.8077322238726756,18077.322238726756,-0.25388297460106124
2008-03-13,108.4145,528.471,1404.3538419590259,0.04294853294853296,0.7801485378461049,17801.48537846105,-0.25552641478355786
